schluessel,laender,arbeitslos.gsamt,arbeitslos.ausld,arbeitslos.bhdt,arbeitslos.15bis20,arbeitslos15bis25,arbeitslos.55bis65,arbeitslos.langzeit
01051139,        Süderdorf,3,0,-,0,1,0,1
01051140,        Oesterwurth,7,0,-,0,1,2,2
01051141,        Süderheistedt,13,1,-,0,1,1,3
01053,"      Herzogtum Lauenburg, Landkreis",6191,774,360,136,747,1128,2313
01053001,        Albsfelde,1,0,1,0,0,0,1
01053002,        Alt Mölln,18,1,1,0,3,5,5
01053003,        Aumühle,38,5,3,1,3,8,10
01053004,        Bäk,19,1,1,0,3,3,5
01053005,        Bälau,8,0,1,0,1,3,3
01053006,        Basedow,25,1,4,0,3,9,9
01053007,        Basthorst,7,0,1,0,0,2,4
01053008,        Behlendorf,6,0,-,0,1,0,2
01053009,        Berkenthin,44,1,2,1,3,10,18
01053010,        Besenthal,1,0,-,0,0,0,-
01053011,        Bliestorf,6,0,-,0,1,1,1
01053012,        Börnsen,86,7,3,1,7,20,29
01053013,        Borstorf,2,0,-,0,0,0,-
01053014,        Breitenfelde,50,1,3,1,6,7,18
01053015,        Bröthen,7,0,1,0,1,2,1
01053016,        Brunsmark,4,0,1,0,0,1,2
01053017,        Brunstorf,14,0,-,0,1,0,4
01053018,        Buchholz,1,0,-,0,0,0,-
01053019,        Buchhorst,3,0,-,0,0,0,-
01053020,        Büchen,170,12,15,6,24,23,61
01053021,        Dahmker,1,0,-,0,0,0,-
01053022,        Dalldorf,10,0,1,0,2,2,2
01053023,        Dassendorf,56,2,5,1,5,9,17
01053024,        Düchelsdorf,2,0,-,0,0,0,1
01053025,        Duvensee,14,1,1,0,0,3,4
01053026,        Einhaus,7,0,1,0,1,2,2
01053027,        Elmenhorst,16,1,2,0,2,3,6
01053028,        Escheburg,60,8,3,0,3,13,15
01053029,        Fitzen,8,0,-,0,0,2,3
01053030,        Fredeburg,-,-,-,-,-,-,-
01053031,        Fuhlenhagen,4,1,-,0,0,1,-
01053032,        Geesthacht,1437,309,74,38,183,244,580
01053033,        Giesensdorf,5,0,1,0,0,2,1
01053034,        Göldenitz,4,0,-,0,0,1,1
01053035,        Göttin,0,0,-,0,0,0,-
01053036,        Grabau,6,0,-,0,0,0,2
01053037,        Grambek,6,0,2,0,0,3,2
01053038,        Grinau,3,0,-,0,0,1,1
01053039,        Groß Boden,8,0,2,0,0,3,3
01053040,        Groß Disnack,1,0,-,0,0,0,-
01053041,        Groß Grönau,51,5,3,1,4,12,15
01053042,        Groß Pampau,5,0,1,0,0,3,2
01053043,        Groß Sarau,16,4,2,1,4,4,6
01053044,        Groß Schenkenberg,10,0,2,0,1,1,3
01053045,        Grove,9,0,-,0,0,4,3
01053046,        Gudow,37,0,4,0,4,8,12
01053047,        Gülzow,23,1,3,0,3,6,8
01053048,        Güster,25,0,1,0,1,7,9
01053049,        Hamfelde,4,0,-,0,1,1,1
01053050,        Hamwarde,14,0,-,0,1,6,5
01053051,        Harmsdorf,3,0,1,0,1,1,1
01053052,        Havekost,4,0,-,0,0,0,-
01053053,        Hohenhorn,17,1,1,1,2,5,6
01053054,        Hollenbek,16,0,1,1,3,2,6
01053056,        Hornbek,5,0,-,0,0,3,-
01053057,        Horst,3,0,-,0,1,0,1
01053058,        Juliusburg,3,0,-,0,0,1,-
01053059,        Kankelau,2,0,-,0,0,0,1
01053060,        Kasseburg,10,0,1,0,1,1,3
01053061,        Kastorf,27,1,1,0,2,4,5
01053062,        Kittlitz,11,0,-,0,1,2,4
01053064,        Klein Pampau,17,0,1,0,2,2,4
01053066,        Klein Zecher,2,0,-,0,0,0,1
01053067,        Klempau,9,0,-,0,1,3,4
01053068,        Klinkrade,12,0,2,0,0,2,3
01053069,        Koberg,18,0,1,0,2,5,6
01053070,        Köthel,2,1,-,0,0,1,-
01053071,        Kollow,11,0,-,0,1,2,2
01053072,        Kröppelshagen-Fahrendorf,16,1,-,0,1,6,7
01053073,        Krüzen,6,0,2,0,1,2,3
01053074,        Krukow,2,0,-,0,0,1,1
01053075,        Krummesse,28,0,3,0,2,6,4
01053076,        Kuddewörde,17,1,1,1,2,1,1
01053077,        Kühsen,5,0,1,0,0,1,-
01053078,        Kulpin,3,0,-,0,0,1,-
01053079,        Labenz,15,0,-,0,2,4,2
01053080,        Langenlehsten,7,0,1,0,2,2,2
01053081,        Lankau,14,0,2,0,1,3,5
01053082,        Lanze,7,1,2,0,0,2,2
01053083,        Lauenburg/Elbe,712,111,45,16,91,115,329
01053084,        Lehmrade,20,0,2,0,2,3,6
01053085,        Linau,18,1,-,0,2,2,6
01053086,        Lüchow,6,0,-,0,0,1,1
01053087,        Lütau,15,2,1,0,2,1,6
01053088,        Mechow,3,0,-,0,1,0,1
01053089,        Möhnsen,10,0,-,0,1,1,1
01053090,        Mölln,788,100,46,15,104,148,319
01053091,        Mühlenrade,5,0,-,0,0,0,1
01053092,        Müssen,24,2,3,0,2,5,10
01053093,        Mustin,15,1,-,0,1,4,5
01053094,        Niendorf bei Berkenthin,5,1,2,0,0,2,3
01053095,        Niendorf/Stecknitz,7,1,1,0,0,2,2
01053096,        Nusse,33,1,-,0,4,4,11
01053097,        Panten,14,0,-,0,1,2,3
01053098,        Pogeez,10,0,-,0,1,1,4
01053099,        Poggensee,11,0,1,0,2,5,3
01053100,        Ratzeburg,623,39,30,15,86,104,247
01053101,        Ritzerau,5,0,-,0,0,2,2
01053102,        Römnitz,2,0,1,0,0,1,1
01053103,        Rondeshagen,11,0,1,1,2,1,1
01053104,        Roseburg,9,0,-,0,1,2,2
01053105,        Sachsenwald,-,-,-,-,-,-,-
01053106,        Sahms,3,1,-,-,-,-,-
01053107,        Salem,12,0,1,0,1,4,2
01053108,        Sandesneben,34,2,1,0,2,8,11
01053109,        Schiphorst,15,1,-,0,1,4,6
01053110,        Schmilau,10,1,2,0,0,2,3
01053111,        Schnakenbek,19,4,3,0,2,5,5
01053112,        Schönberg,29,1,1,0,3,4,9
01053113,        Schretstaken,11,0,-,0,2,2,2
01053114,        Schürensöhlen,0,0,-,0,0,0,-
01053115,        Schulendorf,7,0,-,0,1,2,1
01053116,        Schwarzenbek,631,98,36,17,83,107,240
01053117,        Seedorf,12,0,-,0,0,4,2
01053118,        Siebenbäumen,18,0,-,0,3,3,7
01053119,        Siebeneichen,11,0,1,0,2,3,5
01053120,        Sierksrade,13,0,2,0,2,2,4
01053121,        Sirksfelde,7,0,-,0,0,1,2
01053122,        Steinhorst,9,0,-,0,1,2,1
01053123,        Sterley,26,2,2,0,2,7,6
01053124,        Stubben,8,0,1,0,0,3,2
01053125,        Talkau,10,0,-,0,1,1,2
01053126,        Tramm,5,0,-,0,0,2,1
01053127,        Walksfelde,5,0,-,0,1,2,2
01053128,        Wangelau,2,0,-,0,0,0,1
